orf_name,miller,presnyak,geisberg,half_life
YMR154C,,56.3,,56.3
YMR155W,,,38.0,38.0
YMR156C,10.99,,37.0,23.995
YMR157C,10.36,5.7,34.0,16.6866666667
YMR158W,7.01,7.0,28.0,14.0033333333
YMR159C,,12.9,,12.9
YMR160W,3.25,22.5,44.0,23.25
YMR161W,6.98,,36.0,21.49
YMR162C,11.14,22.0,37.0,23.38
YMR163C,7.09,4.4,15.0,8.83
YMR164C,,9.4,30.0,19.7
YMR165C,6.43,27.6,51.0,28.3433333333
YMR166C,5.11,,30.0,17.555
YMR167W,,6.7,18.0,12.35
YMR168C,,6.6,18.0,12.3
YMR170C,19.96,,40.0,29.98
YMR171C,7.47,3.1,32.0,14.19
YMR172W,9.87,3.5,21.0,11.4566666667
YMR173W,63.24,,,63.24
YMR174C,,,120.0,120.0
YMR176W,10.03,10.6,28.0,16.21
YMR177W,6.78,3.6,20.0,10.1266666667
YMR178W,26.26,10.0,48.0,28.0866666667
YMR179W,4.34,9.4,39.0,17.58
YMR180C,6.93,28.1,41.0,25.3433333333
YMR181C,2.97,,162.0,82.485
YMR182W-A,,,45.0,45.0
YMR183C,12.05,8.4,40.0,20.15
YMR184W,19.66,10.0,34.0,21.22
YMR185W,7.69,5.2,35.0,15.9633333333
YMR186W,55.77,,11.0,33.385
YMR187C,4.7,,29.0,16.85
YMR188C,3.89,4.0,48.0,18.63
YMR189W,32.96,,33.0,32.98
YMR190C,10.38,17.8,26.0,18.06
YMR191W,17.21,15.9,79.0,37.37
YMR192W,8.78,,40.0,24.39
YMR193W,4.46,4.8,31.0,13.42
YMR194C-B,5.02,,47.0,26.01
YMR194W,15.85,7.4,18.0,13.75
YMR195W,3.87,5.8,53.0,20.89
YMR196W,,,74.0,74.0
YMR197C,8.38,19.0,55.0,27.46
YMR198W,7.03,5.5,23.0,11.8433333333
YMR199W,5.98,4.8,32.0,14.26
YMR200W,7.18,7.2,45.0,19.7933333333
YMR201C,5.87,8.3,38.0,17.39
YMR202W,37.08,14.9,31.0,27.66
YMR203W,33.54,9.9,31.0,24.8133333333
YMR204C,2.61,,50.0,26.305
YMR205C,41.9,54.0,17.0,37.6333333333
YMR207C,15.25,,30.0,22.625
YMR208W,25.01,12.8,28.0,21.9366666667
YMR209C,14.72,,36.0,25.36
YMR210W,9.4,,61.0,35.2
YMR211W,4.04,,36.0,20.02
YMR212C,9.36,5.1,17.0,10.4866666667
YMR213W,3.68,,16.0,9.84
YMR214W,15.5,16.6,20.0,17.3666666667
YMR215W,28.15,33.5,19.0,26.8833333333
YMR216C,6.29,,43.0,24.645
YMR217W,52.15,33.6,9.0,31.5833333333
YMR218C,7.03,5.5,34.0,15.51
YMR219W,11.27,45.3,51.0,35.8566666667
YMR220W,24.37,11.0,42.0,25.79
YMR221C,21.27,,41.0,31.135
YMR222C,11.05,7.2,40.0,19.4166666667
YMR223W,8.65,3.9,12.0,8.18333333333
YMR224C,6.73,4.3,31.0,14.01
YMR225C,,5.0,30.0,17.5
YMR226C,57.26,,,57.26
YMR227C,,3.2,29.0,16.1
YMR228W,7.86,4.0,33.0,14.9533333333
YMR229C,29.42,33.9,5.0,22.7733333333
YMR230W,27.04,28.8,,27.92
YMR231W,7.33,,29.0,18.165
YMR232W,,,64.0,64.0
YMR233W,4.81,,13.0,8.905
YMR234W,12.47,,14.0,13.235
YMR235C,46.61,9.2,28.0,27.9366666667
YMR236W,16.37,13.3,46.0,25.2233333333
YMR237W,18.22,20.4,40.0,26.2066666667
YMR238W,29.87,4.5,35.0,23.1233333333
YMR239C,11.05,3.0,9.0,7.68333333333
YMR240C,4.49,2.9,38.0,15.13
YMR241W,32.27,6.3,28.0,22.19
YMR242C,37.96,10.8,15.0,21.2533333333
YMR243C,18.09,5.8,22.0,15.2966666667
YMR244C-A,6.41,6.7,16.0,9.70333333333
YMR246W,20.9,51.2,14.0,28.7
YMR247C,16.15,31.6,12.0,19.9166666667
YMR250W,,,33.0,33.0
YMR251W-A,21.3,,51.0,36.15
YMR252C,3.43,,56.0,29.715
YMR253C,,,24.0,24.0
YMR255W,1.23,10.0,42.0,17.7433333333
YMR256C,9.61,,70.0,39.805
YMR257C,3.56,,43.0,23.28
YMR258C,6.14,25.8,55.0,28.98
YMR259C,8.99,14.5,8.0,10.4966666667
YMR260C,24.86,22.9,14.0,20.5866666667
YMR261C,17.7,,55.0,36.35
YMR262W,16.69,,47.0,31.845
YMR263W,12.93,2.9,22.0,12.61
YMR264W,29.41,9.2,34.0,24.2033333333
YMR265C,6.8,,34.0,20.4
YMR266W,16.74,6.1,27.0,16.6133333333
YMR267W,8.58,5.2,28.0,13.9266666667
YMR268C,,,16.0,16.0
YMR269W,6.25,,10.0,8.125
YMR270C,8.25,4.8,21.0,11.35
YMR271C,3.83,,88.0,45.915
YMR272C,23.66,5.3,39.0,22.6533333333
YMR273C,5.45,5.9,30.0,13.7833333333
YMR274C,5.03,3.0,21.0,9.67666666667
YMR275C,8.66,6.8,41.0,18.82
YMR276W,35.35,26.4,30.0,30.5833333333
YMR277W,9.97,4.6,28.0,14.19
YMR278W,6.72,,45.0,25.86
YMR280C,,,65.0,65.0
YMR281W,7.94,13.1,21.0,14.0133333333
YMR282C,6.24,4.7,26.0,12.3133333333
YMR283C,7.95,4.6,17.0,9.85
YMR284W,7.84,9.5,47.0,21.4466666667
YMR285C,4.54,3.7,34.0,14.08
YMR286W,,5.5,46.0,25.75
YMR287C,,5.2,34.0,19.6
YMR288W,7.28,4.6,33.0,14.96
YMR289W,12.56,4.9,26.0,14.4866666667
YMR290C,19.91,6.4,7.0,11.1033333333
YMR291W,3.46,5.3,64.0,24.2533333333
YMR292W,25.0,7.0,15.0,15.6666666667
YMR293C,7.24,,37.0,22.12
YMR294W,4.03,,28.0,16.015
YMR295C,13.72,11.3,48.0,24.34
YMR296C,15.32,6.3,24.0,15.2066666667
YMR297W,65.18,53.9,50.0,56.36
YMR298W,33.66,35.2,35.0,34.62
YMR299C,8.96,,28.0,18.48
YMR300C,15.99,2.7,35.0,17.8966666667
YMR301C,19.28,,22.0,20.64
YMR302C,10.67,11.6,53.0,25.09
YMR304W,6.82,,48.0,27.41
YMR305C,21.21,4.5,,12.855
YMR306W,,14.4,,14.4
YMR307W,40.41,8.2,30.0,26.2033333333
YMR308C,20.02,17.4,16.0,17.8066666667
YMR309C,17.64,,17.0,17.32
YMR310C,7.09,,,7.09
YMR311C,7.16,8.3,51.0,22.1533333333
YMR312W,19.98,8.6,12.0,13.5266666667
YMR313C,6.85,3.7,35.0,15.1833333333
YMR314W,24.55,14.5,33.0,24.0166666667
YMR315W,,7.7,45.0,26.35
YMR316W,,4.4,28.0,16.2
YMR317W,,,51.0,51.0
YMR318C,39.87,18.7,28.0,28.8566666667
YMR319C,8.76,9.2,38.0,18.6533333333
YMR321C,7.67,,,7.67
YMR323W,,,24.0,24.0
YNL001W,11.54,3.5,16.0,10.3466666667
YNL002C,14.14,3.0,,8.57
YNL003C,14.72,4.7,31.0,16.8066666667
YNL004W,9.15,5.4,31.0,15.1833333333
YNL005C,10.76,9.3,33.0,17.6866666667
YNL006W,10.38,,46.0,28.19
YNL007C,15.18,,56.0,35.59
YNL008C,10.83,,46.0,28.415
YNL009W,,,28.0,28.0
YNL010W,77.81,,26.0,51.905
YNL011C,3.39,,56.0,29.695
YNL012W,,39.5,25.0,32.25
YNL014W,,7.7,28.0,17.85
YNL015W,16.8,15.7,99.0,43.8333333333
YNL016W,30.71,39.3,22.0,30.67
YNL020C,,5.2,27.0,16.1
YNL021W,12.21,6.3,13.0,10.5033333333
YNL022C,8.66,3.3,14.0,8.65333333333
YNL023C,8.73,16.1,11.0,11.9433333333
YNL024C,12.92,,,12.92
YNL024C-A,8.6,17.9,32.0,19.5
YNL025C,,,41.0,41.0
YNL026W,11.15,7.3,45.0,21.15
YNL027W,7.41,5.5,37.0,16.6366666667
YNL029C,14.25,12.5,23.0,16.5833333333
YNL030W,12.33,2.7,28.0,14.3433333333
YNL031C,15.3,5.3,36.0,18.8666666667
YNL032W,6.75,4.7,30.0,13.8166666667
YNL033W,,,12.0,12.0
YNL035C,14.51,12.5,38.0,21.67
YNL036W,11.09,11.0,91.0,37.6966666667
YNL037C,15.06,5.5,25.0,15.1866666667
YNL038W,11.48,4.5,17.0,10.9933333333
YNL039W,6.45,16.8,36.0,19.75
YNL040W,21.67,,30.0,25.835
YNL041C,10.66,,43.0,26.83
YNL042W,6.57,5.7,31.0,14.4233333333
YNL044W,14.97,7.7,33.0,18.5566666667
YNL045W,28.31,,54.0,41.155
YNL046W,5.32,,,5.32
YNL047C,7.46,6.4,38.0,17.2866666667
YNL048W,13.69,6.7,32.0,17.4633333333
YNL049C,20.68,8.8,34.0,21.16
YNL050C,4.26,,21.0,12.63
YNL051W,8.21,4.4,25.0,12.5366666667
YNL052W,12.15,10.0,50.0,24.05
YNL053W,3.5,1.7,31.0,12.0666666667
YNL054W,9.89,,28.0,18.945
YNL055C,61.91,,89.0,75.455
YNL056W,10.65,9.5,25.0,15.05
YNL058C,9.68,,29.0,19.34
YNL059C,11.51,,42.0,26.755
YNL061W,18.27,5.2,9.0,10.8233333333
YNL062C,14.79,5.0,8.0,9.26333333333
YNL063W,9.32,,62.0,35.66
YNL064C,27.26,,10.0,18.63
YNL065W,5.21,,16.0,10.605
YNL066W,16.59,3.8,22.0,14.13
YNL067W,24.81,5.5,36.0,22.1033333333
YNL068C,6.39,5.5,16.0,9.29666666667
YNL069C,44.47,25.3,15.0,28.2566666667
YNL070W,7.22,,32.0,19.61
YNL071W,98.59,,32.0,65.295
YNL072W,6.25,9.9,17.0,11.05
YNL073W,8.4,7.0,32.0,15.8
YNL074C,10.24,14.4,43.0,22.5466666667
YNL075W,11.62,4.4,10.0,8.67333333333
YNL076W,4.78,22.8,39.0,22.1933333333
YNL077W,3.87,,66.0,34.935
YNL078W,6.35,,34.0,20.175
YNL079C,35.96,30.8,44.0,36.92
YNL080C,11.79,3.8,26.0,13.8633333333
YNL081C,7.03,5.3,40.0,17.4433333333
YNL082W,6.83,6.2,32.0,15.01
YNL083W,8.46,23.7,57.0,29.72
YNL084C,20.18,15.9,41.0,25.6933333333
YNL085W,34.63,,29.0,31.815
YNL086W,8.82,6.4,38.0,17.74
YNL087W,20.67,5.7,20.0,15.4566666667
YNL088W,25.3,41.5,33.0,33.2666666667
YNL090W,14.27,15.7,44.0,24.6566666667
YNL091W,9.05,25.0,32.0,22.0166666667
YNL092W,,,38.0,38.0
YNL094W,8.27,5.2,42.0,18.49
YNL095C,9.02,,11.0,10.01
YNL096C,31.52,4.7,14.0,16.74
YNL097C,6.45,8.0,41.0,18.4833333333
YNL098C,22.12,10.4,25.0,19.1733333333
YNL099C,9.61,5.5,53.0,22.7033333333
YNL100W,7.37,10.0,46.0,21.1233333333
YNL101W,9.1,11.0,42.0,20.7
YNL102W,12.11,22.6,21.0,18.57
YNL103W,4.32,5.0,51.0,20.1066666667
YNL104C,41.95,17.1,46.0,35.0166666667
YNL106C,,,40.0,40.0
YNL107W,2.82,6.0,22.0,10.2733333333
YNL108C,20.35,,28.0,24.175
YNL110C,11.7,3.0,14.0,9.56666666667
YNL111C,6.97,2.1,27.0,12.0233333333
YNL112W,27.55,5.4,3.0,11.9833333333
YNL113W,7.16,2.8,28.0,12.6533333333
YNL115C,23.0,,91.0,57.0
YNL116W,6.91,28.9,55.0,30.27
YNL117W,,,78.0,78.0
YNL118C,6.78,,49.0,27.89
YNL119W,8.21,,12.0,10.105
YNL121C,30.42,11.3,,20.86
YNL122C,3.75,,32.0,17.875
YNL123W,11.37,52.2,28.0,30.5233333333
YNL124W,9.28,,27.0,18.14
YNL125C,4.59,,48.0,26.295
YNL126W,6.49,,32.0,19.245
YNL127W,7.34,,32.0,19.67
YNL128W,,,33.0,33.0
YNL129W,20.43,6.1,,13.265
YNL130C,29.02,28.8,31.0,29.6066666667
YNL130C-A,,,73.0,73.0
YNL131W,18.1,9.9,31.0,19.6666666667
YNL132W,24.33,11.6,5.0,13.6433333333
YNL133C,5.65,4.6,20.0,10.0833333333
YNL134C,90.57,32.2,,61.385
YNL135C,67.87,,47.0,57.435
YNL136W,9.15,,36.0,22.575
YNL137C,7.96,,33.0,20.48
YNL138W,44.66,55.6,35.0,45.0866666667
YNL138W-A,,7.6,49.0,28.3
YNL139C,9.94,14.7,,12.32
YNL141W,14.43,4.7,5.0,8.04333333333
YNL142W,,4.6,52.0,28.3
YNL144C,,,65.0,65.0
YNL145W,,,58.0,58.0
YNL146C-A,,,45.0,45.0
YNL146W,9.54,,57.0,33.27
YNL147W,8.4,5.5,24.0,12.6333333333
YNL148C,13.11,4.7,,8.905
YNL149C,14.77,11.1,14.0,13.29
YNL151C,13.25,3.1,7.0,7.78333333333
YNL152W,6.95,6.3,37.0,16.75
YNL153C,9.72,3.7,28.0,13.8066666667
YNL154C,14.46,6.6,32.0,17.6866666667
YNL155W,14.44,10.6,29.0,18.0133333333
YNL156C,14.68,7.2,61.0,27.6266666667
YNL157W,5.9,,47.0,26.45
YNL158W,8.28,,,8.28
YNL159C,9.88,,45.0,27.44
YNL160W,16.83,,61.0,38.915
YNL161W,9.29,,34.0,21.645
YNL162W,21.18,22.0,16.0,19.7266666667
YNL162W-A,,,9.0,9.0
YNL163C,10.49,14.2,17.0,13.8966666667
YNL164C,2.55,1.6,15.0,6.38333333333
YNL165W,8.11,,37.0,22.555
YNL166C,10.87,9.0,25.0,14.9566666667
YNL167C,7.97,22.4,47.0,25.79
YNL168C,34.66,,28.0,31.33
YNL169C,14.31,3.9,25.0,14.4033333333
YNL172W,9.08,6.8,33.0,16.2933333333
YNL173C,22.03,15.9,37.0,24.9766666667
YNL175C,14.89,4.0,8.0,8.96333333333
YNL176C,5.6,,34.0,19.8
YNL177C,9.6,5.5,38.0,17.7
YNL178W,47.21,18.2,13.0,26.1366666667
YNL180C,7.54,5.2,50.0,20.9133333333
YNL181W,15.2,,20.0,17.6
YNL182C,8.48,2.0,7.0,5.82666666667
YNL183C,6.29,4.7,39.0,16.6633333333
YNL185C,5.36,4.5,28.0,12.62
YNL186W,7.22,2.9,11.0,7.04
YNL187W,,5.6,17.0,11.3
YNL188W,3.95,2.0,19.0,8.31666666667
YNL189W,26.98,58.9,43.0,42.96
YNL190W,18.34,15.6,,16.97
YNL191W,6.74,,11.0,8.87
YNL192W,9.25,5.5,35.0,16.5833333333
YNL193W,18.28,,28.0,23.14
YNL197C,3.88,13.8,28.0,15.2266666667
YNL199C,4.68,4.3,29.0,12.66
YNL200C,22.01,25.3,63.0,36.77
YNL201C,6.3,5.0,27.0,12.7666666667
YNL202W,,15.4,24.0,19.7
YNL206C,10.14,4.9,33.0,16.0133333333
YNL207W,10.62,4.9,11.0,8.84
YNL208W,78.49,42.5,51.0,57.33
YNL209W,72.22,35.2,16.0,41.14
YNL210W,,1.9,43.0,22.45
YNL211C,,,28.0,28.0
YNL212W,15.51,6.5,34.0,18.67
YNL213C,2.18,3.6,44.0,16.5933333333
YNL214W,,9.5,33.0,21.25
YNL215W,9.29,,42.0,25.645
YNL216W,10.16,13.2,14.0,12.4533333333
YNL217W,15.43,,30.0,22.715
YNL218W,,2.6,33.0,17.8
YNL219C,14.08,4.6,51.0,23.2266666667
YNL220W,36.14,8.7,30.0,24.9466666667
YNL221C,5.98,3.6,16.0,8.52666666667
YNL222W,6.41,8.5,43.0,19.3033333333
YNL223W,,8.8,51.0,29.9
YNL224C,6.19,6.9,39.0,17.3633333333
YNL225C,6.28,4.0,29.0,13.0933333333
YNL227C,8.24,4.1,9.0,7.11333333333
YNL229C,6.92,5.0,33.0,14.9733333333
YNL230C,,11.5,40.0,25.75
YNL231C,9.1,3.9,27.0,13.3333333333
YNL232W,8.09,4.2,16.0,9.43
YNL233W,6.15,11.9,28.0,15.35
YNL234W,,13.8,12.0,12.9
YNL236W,8.13,,31.0,19.565
YNL237W,,,68.0,68.0
YNL238W,9.76,9.9,35.0,18.22
YNL239W,52.1,,42.0,47.05
YNL240C,8.06,6.9,23.0,12.6533333333
YNL241C,22.26,8.2,29.0,19.82
YNL242W,,,55.0,55.0
YNL243W,19.16,37.8,41.0,32.6533333333
YNL244C,14.28,14.5,,14.39
YNL245C,,6.9,,6.9
YNL246W,25.3,8.5,17.0,16.9333333333
YNL247W,37.46,48.2,17.0,34.22
YNL248C,12.44,4.5,,8.47
YNL249C,,,15.0,15.0
YNL250W,,29.1,27.0,28.05
YNL251C,7.26,,58.0,32.63
YNL252C,6.96,4.1,25.0,12.02
YNL253W,8.89,2.3,29.0,13.3966666667
YNL254C,,3.2,,3.2
YNL255C,17.1,5.2,23.0,15.1
YNL256W,13.15,3.7,15.0,10.6166666667
YNL257C,11.77,10.1,44.0,21.9566666667
YNL258C,21.42,,39.0,30.21
YNL259C,10.08,6.1,,8.09
YNL260C,5.54,20.0,26.0,17.18
YNL261W,8.15,,29.0,18.575
YNL262W,14.18,17.7,,15.94
YNL263C,12.5,10.3,38.0,20.2666666667
YNL264C,23.39,5.2,27.0,18.53
YNL265C,7.91,8.4,50.0,22.1033333333
YNL267W,6.42,,42.0,24.21
YNL268W,15.96,4.8,39.0,19.92
YNL270C,,,25.0,25.0
YNL271C,8.08,,48.0,28.04
YNL272C,12.6,6.4,41.0,20.0
YNL273W,7.03,,25.0,16.015
YNL274C,20.16,,119.0,69.58
YNL275W,7.41,,21.0,14.205
YNL277W,13.41,,22.0,17.705
YNL278W,,3.8,30.0,16.9
YNL279W,,37.3,128.0,82.65
YNL280C,28.44,8.7,47.0,28.0466666667
YNL281W,19.2,,34.0,26.6
YNL282W,10.69,10.6,,10.645
YNL283C,12.58,4.3,28.0,14.96
YNL284C,9.28,4.9,40.0,18.06
YNL286W,10.86,,26.0,18.43
YNL287W,22.14,,35.0,28.57
YNL288W,6.39,7.0,34.0,15.7966666667
YNL289W,3.99,2.7,42.0,16.23
YNL290W,14.11,7.4,23.0,14.8366666667
YNL291C,11.35,5.3,21.0,12.55
YNL292W,13.01,5.0,10.0,9.33666666667
YNL293W,8.22,5.2,34.0,15.8066666667
YNL294C,5.22,7.0,37.0,16.4066666667
YNL295W,6.99,,37.0,21.995
YNL297C,13.04,37.3,45.0,31.78
YNL298W,5.88,,29.0,17.44
YNL299W,5.24,1.6,35.0,13.9466666667
YNL300W,7.63,,36.0,21.815
YNL301C,24.64,6.3,28.0,19.6466666667
YNL302C,31.63,29.2,15.0,25.2766666667
YNL304W,3.93,5.3,,4.615
YNL305C,6.74,38.6,85.0,43.4466666667
YNL306W,16.44,6.8,44.0,22.4133333333
YNL307C,22.78,7.8,46.0,25.5266666667
YNL308C,13.42,4.5,15.0,10.9733333333
YNL309W,,,31.0,31.0
YNL310C,11.08,8.1,31.0,16.7266666667
YNL311C,7.05,3.4,43.0,17.8166666667
YNL312W,15.24,5.5,38.0,19.58
YNL313C,7.74,,12.0,9.87
YNL314W,8.0,5.3,41.0,18.1
YNL315C,14.28,5.3,29.0,16.1933333333
YNL316C,6.17,6.2,32.0,14.79
YNL317W,6.35,5.1,27.0,12.8166666667
YNL320W,13.06,,37.0,25.03
YNL321W,12.05,8.6,48.0,22.8833333333
YNL322C,21.48,28.3,37.0,28.9266666667
YNL323W,20.82,8.4,22.0,17.0733333333
YNL325C,7.82,3.9,31.0,14.24
YNL326C,8.78,2.7,27.0,12.8266666667
YNL327W,11.02,5.2,23.0,13.0733333333
YNL328C,,3.5,,3.5
YNL329C,5.67,5.6,,5.635
YNL330C,12.79,8.8,33.0,18.1966666667
YNL331C,,,37.0,37.0
YNL332W,,,26.0,26.0
YNL333W,22.52,,,22.52
YNL334C,10.64,,,10.64
YNL336W,15.21,10.5,,12.855
YNR001C,18.53,34.8,42.0,31.7766666667
YNR003C,16.31,6.9,9.0,10.7366666667
YNR004W,,7.4,16.0,11.7
YNR006W,7.11,9.3,42.0,19.47
YNR007C,6.7,9.0,67.0,27.5666666667
YNR008W,18.96,5.7,,12.33
YNR009W,4.61,7.5,20.0,10.7033333333
YNR010W,3.16,21.3,34.0,19.4866666667
YNR011C,6.34,4.7,36.0,15.68
YNR012W,8.52,5.2,16.0,9.90666666667
YNR013C,10.42,9.0,38.0,19.14
YNR014W,,,226.0,226.0
YNR015W,11.02,3.2,11.0,8.40666666667
YNR016C,43.77,28.6,16.0,29.4566666667
YNR017W,6.22,3.3,16.0,8.50666666667
YNR018W,13.68,9.8,21.0,14.8266666667
YNR019W,22.43,,24.0,23.215
YNR020C,5.74,3.5,30.0,13.08
YNR021W,39.74,,27.0,33.37
YNR022C,11.1,7.6,29.0,15.9
YNR023W,7.44,4.4,28.0,13.28
YNR024W,4.83,3.0,8.0,5.27666666667
YNR026C,7.76,4.7,,6.23
YNR027W,8.98,4.7,32.0,15.2266666667
YNR028W,9.54,5.7,21.0,12.08
YNR029C,6.78,,15.0,10.89
YNR030W,19.86,10.3,39.0,23.0533333333
YNR031C,9.55,,29.0,19.275
YNR032C-A,23.61,,32.0,27.805
YNR032W,6.82,3.3,44.0,18.04
YNR033W,12.13,14.0,37.0,21.0433333333
YNR034W,0.23,19.0,28.0,15.7433333333
YNR034W-A,,,76.0,76.0
YNR035C,18.4,31.3,37.0,28.9
YNR036C,19.28,5.5,44.0,22.9266666667
YNR037C,9.39,5.4,,7.395
YNR038W,10.55,2.2,12.0,8.25
YNR039C,4.03,3.2,32.0,13.0766666667
YNR040W,8.25,,34.0,21.125
YNR041C,8.88,9.3,39.0,19.06
YNR043W,27.01,15.9,28.0,23.6366666667
YNR044W,10.57,,213.0,111.785
YNR045W,13.39,7.3,31.0,17.23
YNR046W,9.55,5.5,15.0,10.0166666667
YNR047W,9.39,23.9,54.0,29.0966666667
YNR048W,3.62,2.4,16.0,7.34
YNR049C,2.69,5.6,34.0,14.0966666667
YNR050C,44.58,27.7,30.0,34.0933333333
YNR051C,8.05,4.4,31.0,14.4833333333
YNR052C,10.69,,35.0,22.845
YNR053C,7.42,1.3,17.0,8.57333333333
YNR054C,7.12,4.2,9.0,6.77333333333
YNR055C,15.06,15.9,34.0,21.6533333333
YNR057C,33.06,,,33.06
YNR058W,8.14,,45.0,26.57
YNR059W,7.78,4.6,33.0,15.1266666667
YNR060W,,9.5,25.0,17.25
YNR061C,19.52,5.4,23.0,15.9733333333
YNR062C,,,17.0,17.0
YNR064C,,7.0,,7.0
YNR065C,6.22,,31.0,18.61
YNR067C,10.31,7.3,,8.805
YNR068C,6.78,,66.0,36.39
YNR072W,,,31.0,31.0
YNR074C,13.76,9.5,,11.63
YNR075W,,5.2,,5.2
YNR076W,1.52,,20.0,10.76
YOL001W,4.85,6.7,43.0,18.1833333333
YOL002C,13.58,5.3,19.0,12.6266666667
YOL003C,16.12,6.8,26.0,16.3066666667
YOL004W,16.03,,33.0,24.515
YOL005C,24.72,12.4,19.0,18.7066666667
YOL006C,9.98,6.8,21.0,12.5933333333
YOL007C,4.63,7.1,39.0,16.91
YOL008W,13.1,6.7,34.0,17.9333333333
YOL009C,10.54,6.0,41.0,19.18
YOL010W,7.62,1.9,10.0,6.50666666667
YOL011W,1.91,3.8,53.0,19.57
YOL012C,12.01,3.7,24.0,13.2366666667
YOL013C,7.38,17.4,37.0,20.5933333333
YOL014W,,,10.0,10.0
YOL015W,,11.9,24.0,17.95
YOL016C,13.38,11.6,41.0,21.9933333333
YOL017W,8.34,6.4,39.0,17.9133333333
YOL018C,6.86,3.8,43.0,17.8866666667
YOL019W,3.86,,29.0,16.43
YOL020W,7.63,2.2,13.0,7.61
YOL021C,14.15,5.8,21.0,13.65
YOL022C,20.0,3.4,10.0,11.1333333333
YOL023W,6.22,6.7,31.0,14.64
YOL024W,,,61.0,61.0
YOL025W,,7.1,,7.1
YOL026C,21.0,32.1,51.0,34.7
YOL027C,8.39,,,8.39
YOL029C,3.94,,27.0,15.47
YOL030W,30.1,25.9,127.0,61.0
YOL031C,10.53,14.1,33.0,19.21
YOL032W,7.69,,62.0,34.845
YOL033W,8.61,6.5,29.0,14.7033333333
YOL034W,7.56,4.8,33.0,15.12
YOL036W,7.98,,43.0,25.49
YOL038C-A,,,31.0,31.0
YOL038W,21.81,21.4,42.0,28.4033333333
YOL039W,28.41,16.7,14.0,19.7033333333
YOL040C,38.3,21.9,14.0,24.7333333333
YOL041C,11.26,2.8,12.0,8.68666666667
YOL042W,6.82,4.6,31.0,14.14
YOL043C,6.69,7.2,33.0,15.63
YOL044W,7.75,2.0,31.0,13.5833333333
YOL045W,6.49,20.2,49.0,25.23
YOL047C,,,21.0,21.0
YOL048C,11.71,5.1,66.0,27.6033333333
YOL049W,32.25,24.7,41.0,32.65
YOL051W,7.89,12.3,42.0,20.73
YOL052C,7.1,9.7,13.0,9.93333333333
YOL052C-A,15.67,,,15.67
YOL053W,6.1,9.8,48.0,21.3
YOL054W,6.12,2.5,15.0,7.87333333333
YOL055C,7.61,28.7,28.0,21.4366666667
YOL056W,10.71,2.3,26.0,13.0033333333
YOL057W,36.47,35.0,30.0,33.8233333333
YOL058W,74.93,3.2,41.0,39.71
YOL059W,,4.6,29.0,16.8
YOL060C,11.12,12.8,46.0,23.3066666667
YOL061W,23.57,6.8,23.0,17.79
YOL062C,12.1,6.7,40.0,19.6
YOL063C,6.76,15.8,28.0,16.8533333333
YOL064C,36.51,5.5,29.0,23.67
YOL065C,8.08,6.9,45.0,19.9933333333
YOL066C,,11.3,,11.3
YOL068C,6.48,,34.0,20.24
YOL069W,12.27,6.1,26.0,14.79
YOL070C,11.42,9.0,31.0,17.14
YOL071W,8.03,12.9,64.0,28.31
YOL072W,11.33,10.1,37.0,19.4766666667
YOL073C,10.76,17.0,,13.88
YOL075C,11.76,,43.0,27.38
YOL076W,9.04,,22.0,15.52
YOL077C,19.87,2.8,8.0,10.2233333333
YOL077W-A,8.88,9.3,49.0,22.3933333333
YOL078W,21.66,,31.0,26.33
YOL080C,6.31,,8.0,7.155
YOL081W,16.34,,56.0,36.17
YOL082W,10.86,17.0,70.0,32.62
YOL083W,,20.3,62.0,41.15
YOL084W,,,115.0,115.0
YOL086C,55.3,32.2,16.0,34.5
YOL086W-A,29.26,9.8,55.0,31.3533333333
YOL087C,8.21,10.8,59.0,26.0033333333
YOL088C,13.57,13.5,34.0,20.3566666667
YOL089C,4.14,12.4,29.0,15.18
YOL090W,19.35,,28.0,23.675
YOL091W,,,49.0,49.0
YOL092W,23.7,6.7,28.0,19.4666666667
YOL093W,8.82,3.8,10.0,7.54
YOL094C,7.61,4.4,15.0,9.00333333333
YOL095C,,4.8,22.0,13.4
YOL096C,8.35,11.5,49.0,22.95
YOL097C,32.81,10.5,16.0,19.77
YOL097W-A,,,47.0,47.0
YOL098C,20.54,,,20.54
YOL100W,3.93,,46.0,24.965
YOL101C,3.71,5.7,11.0,6.80333333333
YOL102C,22.0,4.3,15.0,13.7666666667
YOL103W,23.81,7.2,17.0,16.0033333333
YOL104C,,10.1,34.0,22.05
YOL105C,4.62,8.4,38.0,17.0066666667
YOL107W,9.33,,31.0,20.165
YOL108C,2.27,3.6,47.0,17.6233333333
YOL109W,6.62,14.3,24.0,14.9733333333
YOL110W,10.32,,60.0,35.16
YOL111C,9.67,16.5,43.0,23.0566666667
YOL112W,7.55,3.4,42.0,17.65
YOL113W,10.9,4.9,43.0,19.6
YOL114C,,,37.0,37.0
YOL115W,8.27,,21.0,14.635
YOL116W,,25.0,45.0,35.0
YOL117W,,,55.0,55.0
YOL119C,19.62,4.5,49.0,24.3733333333
YOL120C,46.66,27.6,17.0,30.42
YOL121C,33.31,21.9,16.0,23.7366666667
YOL122C,17.02,3.9,29.0,16.64
YOL123W,18.68,58.6,36.0,37.76
YOL124C,12.26,2.3,12.0,8.85333333333
YOL125W,12.8,3.0,23.0,12.9333333333
